App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Instagram,Very slow after the latest update.,Negative,-0.723354,0.635236
Canva,Useful but has minor issues.,Neutral,0,0.161538
Zomato,,,,
Netflix,"Amazing experience, highly recommended.",Positive,0.313468,0.929734
10 Best Foods for You,Very helpful and easy to use.,Positive,0.724292,0.380708
Swiggy,"It's okay, needs some improvements.",Neutral,0,0.34591
Adobe Acrobat Reader,Too many ads.,Negative,-0.678423,0.730988
Adobe Acrobat Reader,App crashes frequently.,Negative,-0.193972,0.723154
Amazon Shopping,Works great especially for daily use.,Positive,0.743547,0.320176
Telegram,Works fine but can be better.,Neutral,0,0.274193
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.946305,0.848576
WhatsApp,Average experience overall.,Neutral,0,0.488892
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.85172,0.290531
Google Maps,Excellent app with useful features.,Positive,0.458443,0.302029
YouTube,"Amazing experience, highly recommended.",Positive,0.585031,0.978279
Spotify,Works great especially for daily use.,Positive,0.506548,0.639471
Netflix,Works great especially for daily use.,Positive,0.507702,0.664771
Google Maps,Average experience overall.,Neutral,0,0.451547
Canva,Excellent app with useful features.,Positive,0.489919,0.579141
Amazon Shopping,Very helpful and easy to use.,Positive,0.488687,0.879463
YouTube,Works great especially for daily use.,Positive,0.868202,0.6412
Swiggy,Works great especially for daily use.,Positive,0.244693,0.310241
WhatsApp,Excellent app with useful features.,Positive,0.756898,0.539767
10 Best Foods for You,"It's okay, needs some improvements.",Neutral,0,0.338413
Spotify,Very helpful and easy to use.,Positive,0.313022,0.396037
10 Best Foods for You,Average experience overall.,Neutral,0,0.482709
Instagram,Works fine but can be better.,Neutral,0,0.335092
WhatsApp,"It's okay, needs some improvements.",Neutral,0,0.243385
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.475566
Netflix,"Amazing experience, highly recommended.",Positive,0.743923,0.900781
Netflix,Love the interface and performance.,Positive,0.601498,0.767482
Google Maps,Excellent app with useful features.,Positive,0.617201,0.982341
Amazon Shopping,Excellent app with useful features.,Positive,0.375125,0.346955
WhatsApp,"It's okay, needs some improvements.",Neutral,0,0.508279
Instagram,"Not bad, just decent.",Neutral,0,0.513627
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.355784,0.286721
Adobe Acrobat Reader,Works fine but can be better.,Neutral,0,0.114024
Duolingo,Works great especially for daily use.,Positive,0.677689,0.805217
Duolingo,Excellent app with useful features.,Positive,0.392268,0.268031
Spotify,"Amazing experience, highly recommended.",Positive,0.236544,0.451664
Duolingo,,,,
Flipkart,Not satisfied with the performance.,Negative,-0.824605,0.82629
WhatsApp,Excellent app with useful features.,Positive,0.465055,0.917209
Netflix,Average experience overall.,Neutral,0,0.111843
YouTube,Excellent app with useful features.,Positive,0.432096,0.32123
Instagram,Average experience overall.,Neutral,0,0.542201
YouTube,Works great especially for daily use.,Positive,0.994733,0.601296
WhatsApp,Very helpful and easy to use.,Positive,0.557984,0.304958
Duolingo,Poor user experience.,Negative,-0.963988,0.798934
Telegram,Love the interface and performance.,Positive,0.685502,0.966413
Spotify,Excellent app with useful features.,Positive,0.314098,0.896366
Netflix,"It's okay, needs some improvements.",Neutral,0,0.349456
Instagram,Very slow after the latest update.,Negative,-0.938654,0.703558
Flipkart,"Amazing experience, highly recommended.",Positive,0.406355,0.578609
Duolingo,Works great especially for daily use.,Positive,0.951864,0.977345
Instagram,,,,
Zomato,Love the interface and performance.,Positive,0.933712,0.303187
Flipkart,Works fine but can be better.,Neutral,0,0.286842
Telegram,Excellent app with useful features.,Positive,0.696491,0.715093
WhatsApp,Useful but has minor issues.,Neutral,0,0.103971
Zomato,Love the interface and performance.,Positive,0.519424,0.258383
Google Maps,Works fine but can be better.,Neutral,0,0.332939
Telegram,"It's okay, needs some improvements.",Neutral,0,0.142911
WhatsApp,Poor user experience.,Negative,-0.308605,0.43963
Flipkart,Love the interface and performance.,Positive,0.589036,0.761833
Instagram,Love the interface and performance.,Positive,0.324593,0.575974
Telegram,Love the interface and performance.,Positive,0.819364,0.24992
YouTube,"Amazing experience, highly recommended.",Positive,0.370737,0.369194
10 Best Foods for You,Works fine but can be better.,Neutral,0,0.226036
Amazon Shopping,"Amazing experience, highly recommended.",Positive,0.265367,0.899021
Instagram,Very helpful and easy to use.,Positive,0.347263,0.242994
Swiggy,Very helpful and easy to use.,Positive,0.331627,0.479421
Google Maps,Works great especially for daily use.,Positive,0.972472,0.549427
Swiggy,Excellent app with useful features.,Positive,0.648727,0.915023
Canva,Useful but has minor issues.,Neutral,0,0.172309
Telegram,Too many ads.,Negative,-0.987232,0.927551
Swiggy,App crashes frequently.,Negative,-0.287185,0.771762
Duolingo,"Amazing experience, highly recommended.",Positive,0.954659,0.885814
Telegram,App crashes frequently.,Negative,-0.967163,0.821995
Canva,Works great especially for daily use.,Positive,0.680755,0.37291
Canva,Not satisfied with the performance.,Negative,-0.140406,0.559179
Flipkart,,,,
Swiggy,"It's okay, needs some improvements.",Neutral,0,0.449659
Telegram,Very helpful and easy to use.,Positive,0.481769,0.633974
Netflix,Works great especially for daily use.,Positive,0.567059,0.498497
Netflix,"Amazing experience, highly recommended.",Positive,0.428022,0.727684
Telegram,Love the interface and performance.,Positive,0.950321,0.924706
Adobe Acrobat Reader,"It's okay, needs some improvements.",Neutral,0,0.144819
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.799955,0.699061
Netflix,Love the interface and performance.,Positive,0.844697,0.734168
Zomato,"Amazing experience, highly recommended.",Positive,0.64127,0.291601
Zomato,"Amazing experience, highly recommended.",Positive,0.530348,0.856334
WhatsApp,Very helpful and easy to use.,Positive,0.825757,0.606049
Duolingo,"Amazing experience, highly recommended.",Positive,0.738641,0.203326
Swiggy,Works great especially for daily use.,Positive,0.832408,0.872616
Netflix,Very helpful and easy to use.,Positive,0.336329,0.65775
Google Maps,Very slow after the latest update.,Negative,-0.445359,0.575322
10 Best Foods for You,Works great especially for daily use.,Positive,0.951513,0.512329
WhatsApp,Not satisfied with the performance.,Negative,-0.857401,0.461679
WhatsApp,Love the interface and performance.,Positive,0.827425,0.874425
Telegram,Average experience overall.,Neutral,0,0.57435
Canva,Excellent app with useful features.,Positive,0.703115,0.674631
10 Best Foods for You,Excellent app with useful features.,Positive,0.657435,0.220232
WhatsApp,Very helpful and easy to use.,Positive,0.349244,0.722018
Canva,Works great especially for daily use.,Positive,0.78105,0.845678
Google Maps,Works fine but can be better.,Neutral,0,0.141482
Amazon Shopping,Useful but has minor issues.,Neutral,0,0.53347
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.313468,0.409596
Amazon Shopping,Very helpful and easy to use.,Positive,0.930175,0.366378
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.589214,0.700546
Canva,Very helpful and easy to use.,Positive,0.706841,0.560703
Amazon Shopping,Works great especially for daily use.,Positive,0.727733,0.704971
Zomato,,,,
Flipkart,Love the interface and performance.,Positive,0.679994,0.204012
Netflix,Very slow after the latest update.,Negative,-0.4545,0.675168
Netflix,Very helpful and easy to use.,Positive,0.291831,0.373566
Flipkart,Works great especially for daily use.,Positive,0.414072,0.58526
Adobe Acrobat Reader,Very helpful and easy to use.,Positive,0.573635,0.847209
Google Maps,Works great especially for daily use.,Positive,0.400075,0.358301
Zomato,"Amazing experience, highly recommended.",Positive,0.282316,0.834523
Spotify,"Not bad, just decent.",Neutral,0,0.316736
Instagram,Works fine but can be better.,Neutral,0,0.411455
Spotify,Very helpful and easy to use.,Positive,0.499168,0.706159
Adobe Acrobat Reader,Not satisfied with the performance.,Negative,-0.772243,0.586866
Spotify,Useful but has minor issues.,Neutral,0,0.276127
10 Best Foods for You,"Not bad, just decent.",Neutral,0,0.495448
Flipkart,Very helpful and easy to use.,Positive,0.497571,0.823612
Adobe Acrobat Reader,,,,
WhatsApp,,,,
Flipkart,Very helpful and easy to use.,Positive,0.918995,0.649312
Google Maps,Works great especially for daily use.,Positive,0.282336,0.422439
Spotify,"It's okay, needs some improvements.",Neutral,0,0.386974
Telegram,Works fine but can be better.,Neutral,0,0.506697
Canva,"Not bad, just decent.",Neutral,0,0.123396
Duolingo,Works great especially for daily use.,Positive,0.681145,0.672937
Canva,Love the interface and performance.,Positive,0.990364,0.929315
Duolingo,App crashes frequently.,Negative,-0.193753,0.942624
10 Best Foods for You,"Amazing experience, highly recommended.",Positive,0.276096,0.842011
WhatsApp,Very helpful and easy to use.,Positive,0.520275,0.64516
Flipkart,Very helpful and easy to use.,Positive,0.757166,0.563665
Zomato,Too many ads.,Negative,-0.156067,0.371921
Canva,,,,
10 Best Foods for You,Poor user experience.,Negative,-0.796293,0.361612
WhatsApp,Love the interface and performance.,Positive,0.991652,0.947288
Zomato,App crashes frequently.,Negative,-0.900277,0.963001
Adobe Acrobat Reader,"Not bad, just decent.",Neutral,0,0.234956
Amazon Shopping,Excellent app with useful features.,Positive,0.301031,0.889516
YouTube,Poor user experience.,Negative,-0.426787,0.767765
Netflix,"Amazing experience, highly recommended.",Positive,0.98108,0.457529
WhatsApp,Very helpful and easy to use.,Positive,0.769105,0.482408
Zomato,Average experience overall.,Neutral,0,0.447483
Adobe Acrobat Reader,Excellent app with useful features.,Positive,0.736399,0.57452
Google Maps,Works great especially for daily use.,Positive,0.851196,0.809282
Netflix,Works fine but can be better.,Neutral,0,0.454256
Telegram,Works great especially for daily use.,Positive,0.375028,0.490915
Instagram,"Amazing experience, highly recommended.",Positive,0.350363,0.422271
Amazon Shopping,Not satisfied with the performance.,Negative,-0.416455,0.403103
Swiggy,Excellent app with useful features.,Positive,0.915278,0.349624
10 Best Foods for You,Very helpful and easy to use.,Positive,0.412463,0.941542
Adobe Acrobat Reader,"Amazing experience, highly recommended.",Positive,0.601752,0.606341
10 Best Foods for You,Excellent app with useful features.,Positive,0.718897,0.785601
Google Maps,Works great especially for daily use.,Positive,0.675239,0.62365
Instagram,Excellent app with useful features.,Positive,0.717076,0.967177
Canva,Not satisfied with the performance.,Negative,-0.76044,0.346093
Adobe Acrobat Reader,Poor user experience.,Negative,-0.647283,0.370913
WhatsApp,"Not bad, just decent.",Neutral,0,0.202853
YouTube,Useful but has minor issues.,Neutral,0,0.243989
10 Best Foods for You,Love the interface and performance.,Positive,0.581407,0.444259
Swiggy,Excellent app with useful features.,Positive,0.333316,0.465724
Instagram,"Amazing experience, highly recommended.",Positive,0.542338,0.216661
Duolingo,Excellent app with useful features.,Positive,0.675204,0.975633
Spotify,,,,
Zomato,Excellent app with useful features.,Positive,0.653813,0.99233
Zomato,Works great especially for daily use.,Positive,0.820205,0.279994
YouTube,Very helpful and easy to use.,Positive,0.991834,0.405872
Instagram,Very helpful and easy to use.,Positive,0.440907,0.466991
Netflix,Not satisfied with the performance.,Negative,-0.564081,0.488956
Netflix,"Amazing experience, highly recommended.",Positive,0.885012,0.727494
Amazon Shopping,Love the interface and performance.,Positive,0.79281,0.978632
Flipkart,"Amazing experience, highly recommended.",Positive,0.710987,0.972362
Swiggy,"Amazing experience, highly recommended.",Positive,0.989865,0.900874
Amazon Shopping,Works fine but can be better.,Neutral,0,0.295513
Google Maps,Works great especially for daily use.,Positive,0.23288,0.616062
Flipkart,"Amazing experience, highly recommended.",Positive,0.65333,0.83402
Flipkart,Poor user experience.,Negative,-0.16549,0.402992
Telegram,Not satisfied with the performance.,Negative,-0.497673,0.413825
Instagram,"It's okay, needs some improvements.",Neutral,0,0.326929
Canva,Excellent app with useful features.,Positive,0.590693,0.204072
Flipkart,Very helpful and easy to use.,Positive,0.310175,0.902978
YouTube,Useful but has minor issues.,Neutral,0,0.177519
Adobe Acrobat Reader,Works great especially for daily use.,Positive,0.545641,0.934608
Duolingo,Very helpful and easy to use.,Positive,0.398983,0.7428
Google Maps,App crashes frequently.,Negative,-0.19627,0.944136
Spotify,Very helpful and easy to use.,Positive,0.843504,0.311341
YouTube,Love the interface and performance.,Positive,0.359619,0.443997
Duolingo,Useful but has minor issues.,Neutral,0,0.191686
YouTube,Works great especially for daily use.,Positive,0.621257,0.755307
Netflix,"Not bad, just decent.",Neutral,0,0.277097
Instagram,Excellent app with useful features.,Positive,0.930047,0.221138
YouTube,Useful but has minor issues.,Neutral,0,0.553424
YouTube,Works great especially for daily use.,Positive,0.696712,0.91993
Swiggy,"Not bad, just decent.",Neutral,0,0.162968
Telegram,,,,
YouTube,Excellent app with useful features.,Positive,0.267727,0.41614
Telegram,Very helpful and easy to use.,Positive,0.652355,0.752474
Zomato,Useful but has minor issues.,Neutral,0,0.469682
